"CSID","licence_number","model_id","buy_year","branch_id","color_id"
39722,76234160,846,2021,166,2
39723,92074698,417,2020,370,1
39724,43913177,191,2022,961,6
39725,43764290,592,2020,582,4
39726,51824806,1104,2017,743,2
39727,53947602,277,2022,878,5
39728,99408318,581,2022,980,4
39729,95578877,176,2018,618,4
39730,24099608,1076,2018,747,1
39731,74350560,186,2021,292,5
39732,48473432,471,2022,595,2
39733,28779965,568,2020,907,5
39734,90216752,672,2019,396,5
39735,31424001,350,2020,644,4
39736,88043494,636,2020,362,1
39737,75142820,64,2018,55,1
39738,66009958,640,2021,897,4
39739,79772732,696,2021,741,3
39740,58348624,836,2019,100,1
39741,83936636,869,2022,677,6
39742,98691986,957,2020,719,2
39743,91320729,482,2022,843,4
39744,52544976,498,2021,922,4
39745,65858357,124,2022,257,3
39746,46757679,1140,2017,252,2
39747,84989485,417,2018,811,2
39748,15497189,236,2021,271,3
39749,74853374,1131,2020,748,1
39750,66006574,590,2022,984,3
39751,61855032,212,2021,762,4
39752,25290885,937,2021,243,3
39753,13863804,705,2020,15,3
39754,27914320,407,2017,364,4
39755,52508835,943,2020,424,3
39756,62101520,88,2022,256,5
39757,32454397,1062,2020,690,1
39758,19231755,793,2017,833,2
39759,57462164,1063,2019,141,6
39760,64157417,540,2019,725,6
39761,63640124,975,2017,684,1
39762,95375269,527,2018,539,2
39763,96469269,519,2018,122,1
39764,26859484,981,2020,96,1
39765,98054454,324,2021,401,3
39766,98329392,394,2022,918,4
39767,57886762,1027,2020,626,4
39768,90389072,481,2021,217,3
39769,79730802,1068,2022,982,1
39770,18730686,397,2021,314,5
39771,71941999,974,2022,841,5
39772,20164953,538,2021,872,1
39773,50077329,1054,2018,785,1
39774,10264660,805,2019,129,2
39775,36282396,619,2020,107,1
39776,15257827,510,2022,394,3
39777,99569635,587,2019,621,1
39778,75899221,428,2022,808,5
39779,86246825,121,2021,243,3
39780,98514782,121,2021,671,4
39781,89443953,555,2018,375,3
39782,50376490,455,2020,976,3
39783,74338151,109,2021,28,2
39784,21000885,675,2020,268,1
39785,21906389,844,2018,593,6
39786,24804690,445,2021,46,2
39787,59594412,88,2022,14,2
39788,98431449,562,2018,35,7
39789,61304664,994,2022,844,3
39790,31282455,104,2019,142,5
39791,84573824,982,2020,268,2
39792,18586953,519,2017,725,4
39793,35464769,166,2022,783,5
39794,15293569,63,2022,880,2
39795,77334145,141,2021,626,1
39796,56516596,533,2019,210,3
39797,39537784,647,2017,807,2
39798,16338402,176,2020,697,1
39799,75349343,932,2017,962,5
39800,81537845,774,2022,451,2
39801,61432885,992,2020,497,1
39802,40807836,307,2020,370,4
39803,67226284,95,2018,315,2
39804,61787285,113,2017,240,4
39805,48886860,507,2020,745,1
39806,24834141,516,2022,898,1
39807,68798533,101,2021,265,4
39808,53258406,277,2021,878,2
39809,27095926,1030,2021,440,6
39810,79508845,585,2019,939,1
39811,82480573,765,2020,256,1
39812,18444919,810,2019,795,3
39813,52620914,384,2017,73,1
39814,97572606,814,2021,504,3
39815,94854412,1082,2017,27,4
39816,24570434,1121,2020,950,6
39817,46106168,985,2021,928,1
39818,46309080,237,2020,174,2
39819,41010036,634,2020,544,4
39820,25877129,776,2018,198,4
39821,70561840,450,2019,51,2
39822,46076973,690,2020,621,3
39823,69904712,4,2022,769,4
39824,83870756,992,2022,871,4
39825,79424054,621,2022,30,3
39826,96797929,1003,2019,37,2
39827,94103855,743,2022,29,2
39828,94602675,566,2019,656,2
39829,46627304,862,2020,223,1
39830,74220519,423,2022,374,6
39831,25921018,697,2020,191,5
39832,25358398,772,2018,276,2
39833,59583194,1088,2019,982,5
39834,19559114,895,2022,77,2
39835,31013856,949,2021,133,8
39836,19004067,350,2022,472,3
39837,14053761,348,2018,357,6
39838,54681579,1103,2018,938,2
39839,44245430,356,2018,63,2
39840,81908839,782,2021,981,2
39841,73050003,462,2017,362,5
39842,10067143,293,2018,684,3
39843,56317690,922,2018,325,2
39844,10505491,148,2018,415,1
39845,45382985,200,2017,886,4
39846,10929117,1003,2021,516,4
39847,84750278,595,2019,962,1
39848,64607265,519,2018,522,2
39849,18913306,38,2019,670,3
39850,83560983,224,2021,32,1
39851,58701815,883,2022,243,6
39852,28352476,690,2022,62,1
39853,50652131,829,2020,166,3
39854,39634813,264,2019,139,2
39855,92029411,210,2021,356,1
39856,56512531,350,2019,224,1
39857,79139477,245,2019,136,2
39858,44986506,177,2017,893,4
39859,48885818,568,2017,663,3
39860,71777036,585,2021,216,1
39861,86316706,777,2022,962,2
39862,85302729,530,2018,747,1
39863,56155674,149,2018,281,2
39864,55072457,1105,2022,927,3
39865,76523799,750,2017,26,2
39866,16232137,677,2017,943,2
39867,47640414,865,2018,703,1
39868,27182264,415,2021,288,2
39869,14733379,1043,2018,835,3
39870,64395232,76,2020,726,1
39871,78391294,204,2020,917,6
39872,54545353,118,2019,240,4
39873,75438673,639,2021,146,2
39874,85516339,212,2018,779,1
39875,53074351,88,2017,352,3
39876,39156737,615,2022,566,4
39877,36552258,1070,2017,852,6
39878,13799882,998,2022,295,6
39879,44752242,403,2020,586,1
39880,88865219,264,2019,798,4
39881,29689673,422,2017,199,8
39882,18784407,81,2020,678,2
39883,16987052,360,2019,630,2
39884,34889111,104,2017,187,5
39885,12393457,350,2019,998,1
39886,74522845,421,2017,724,5
39887,81357228,69,2020,563,2
39888,62998617,42,2019,68,7
39889,51389748,80,2018,310,3
39890,69118826,1046,2020,356,2
39891,60702288,504,2022,883,6
39892,82571575,838,2017,721,5
39893,71879068,228,2019,840,6
39894,92732971,745,2022,471,1
39895,66190542,753,2021,695,4
39896,83390323,892,2021,91,3
39897,43891056,653,2019,883,7
39898,84241336,860,2020,855,4
39899,62705134,708,2021,146,1
39900,17511436,338,2017,816,5
39901,41934761,170,2017,844,4
39902,24903903,659,2019,706,6
39903,95361844,1081,2017,342,2
39904,47701676,572,2022,559,2
39905,24556330,491,2020,90,6
39906,58635364,754,2017,581,2
39907,59493845,530,2021,975,4
39908,90392335,763,2020,343,4
39909,30870039,695,2019,316,2
39910,50173411,494,2017,775,6
39911,65478929,1110,2017,606,2
39912,58718858,182,2018,265,2
39913,32098293,199,2017,306,5
39914,11299420,414,2022,675,2
39915,60760888,699,2021,381,1
39916,99046290,55,2022,535,1
39917,99519059,287,2021,826,1
39918,47134423,819,2020,103,6
39919,60372116,38,2021,897,2
39920,81353258,220,2019,304,3
39921,15227328,233,2022,628,3
39922,38641852,598,2021,707,3
39923,60645626,423,2021,26,1
39924,28734065,1017,2017,539,3
39925,69820466,803,2017,622,2
39926,84304182,199,2018,654,6
39927,46345248,578,2019,367,3
39928,80467568,550,2018,44,1
39929,18202498,1044,2021,921,5
39930,12093582,978,2017,172,4
39931,76312476,711,2019,669,1
39932,85163940,294,2018,186,2
39933,87660427,829,2019,116,4
39934,51130400,1069,2018,641,2
39935,29952489,622,2019,439,6
39936,83364140,1134,2019,260,2
39937,74359812,281,2020,362,1
39938,25104031,428,2017,93,2
39939,13919245,509,2017,568,6
39940,47078653,390,2018,211,3
39941,79870143,665,2022,581,5
39942,95984188,894,2019,243,9
39943,28651849,68,2021,471,1
39944,61823265,446,2019,787,2
39945,98509771,327,2019,285,5
39946,46741680,743,2022,920,5
39947,23915035,321,2019,257,1
39948,10486640,46,2018,918,2
39949,35288074,1026,2021,482,1
39950,80869741,377,2020,470,2
39951,85062319,875,2020,701,3
39952,43156270,986,2021,346,1
39953,63693093,102,2017,421,3
39954,11139670,39,2017,912,1
39955,37591161,495,2017,210,5
39956,80476989,145,2018,363,4
39957,98725505,336,2021,191,5
39958,18057690,685,2020,250,5
39959,70757277,86,2022,950,1
39960,44915783,88,2017,59,5
39961,49688877,659,2022,814,2
39962,32804806,909,2020,98,4
39963,87089705,1017,2018,169,2
39964,83279003,684,2017,560,1
39965,75950908,989,2022,73,2
39966,10551083,994,2018,607,4
39967,53864367,44,2020,625,3
39968,85235331,1126,2019,648,6
39969,58210886,47,2019,163,2
39970,35680237,1113,2020,625,3
39971,20359325,1078,2017,138,2
39972,23293056,451,2021,39,1
39973,70122736,219,2020,863,2
39974,82394578,409,2018,234,3
39975,93076404,767,2019,221,2
39976,53752545,172,2017,163,1
39977,41170516,180,2022,574,4
39978,39941351,845,2021,794,4
39979,81552486,366,2020,210,5
39980,76213958,980,2018,321,2
39981,13285830,171,2020,390,6
39982,57821721,629,2017,679,2
39983,78534749,172,2020,852,4
39984,57431531,1073,2017,923,5
39985,49709810,609,2019,705,1
39986,17098559,359,2022,365,10
39987,34400929,555,2020,458,2
39988,30621777,711,2020,332,7
39989,64785299,495,2018,147,4
39990,53137116,904,2021,936,5
39991,51391463,1004,2022,54,4
39992,44296710,843,2022,683,2
39993,64253554,706,2021,674,1
39994,84380412,138,2018,542,4
39995,15417493,585,2020,113,4
39996,46271940,880,2019,90,5
39997,11583421,171,2019,690,2
39998,25304742,310,2019,100,4
39999,83469360,244,2017,446,3
40000,67958305,827,2022,312,1
40001,97786522,240,2017,779,3
40002,80557385,1068,2018,861,3
40003,82231876,93,2018,875,3
40004,37332326,13,2017,908,1
40005,78294949,944,2017,261,3
40006,64050725,969,2020,61,2
40007,38900248,325,2021,751,1
40008,40445827,772,2021,728,1
40009,62474331,294,2021,628,2
40010,87505129,165,2019,926,5
40011,68143513,243,2021,692,5
40012,54625712,745,2022,466,5
40013,87094127,928,2021,797,1
40014,11616253,258,2017,662,1
40015,28240423,793,2020,451,1
40016,27522564,125,2019,944,1
40017,80088513,832,2018,694,3
40018,43400178,954,2017,558,2
40019,34619942,479,2022,105,1
40020,60819551,579,2020,105,1
40021,46251968,576,2017,877,2
40022,43605372,1137,2019,29,8
40023,44939487,466,2020,753,1
40024,22143965,1116,2018,163,5
40025,35377510,260,2021,493,1
40026,81184239,539,2018,787,1
40027,99650054,1130,2022,739,4
40028,80011475,801,2018,113,2
40029,89449550,73,2019,979,6
40030,14210589,294,2021,351,1
40031,19847729,805,2019,188,5
40032,19347343,1024,2019,373,6
40033,72868878,508,2021,63,3
40034,73997186,447,2017,295,1
40035,53654508,105,2019,722,4
40036,76677170,194,2018,718,2
40037,55130183,480,2021,81,1
40038,63824299,766,2020,553,4
40039,49722792,993,2019,304,5
40040,90316771,806,2017,544,3
40041,42254148,301,2018,635,5
40042,77024550,898,2018,286,2
40043,18590259,191,2020,359,2
40044,57688563,656,2017,720,2
40045,44902280,827,2019,940,6
40046,52893425,629,2021,700,2
40047,22689091,848,2022,832,2
40048,18876529,323,2021,821,2
40049,56397932,886,2017,946,4
40050,48343641,1028,2022,936,1
40051,18503261,885,2017,604,6
40052,45733758,864,2017,832,5
40053,30760621,463,2022,310,6
40054,84249821,6,2020,324,2
40055,20625141,948,2021,874,5
40056,67757580,1086,2017,538,3
40057,77448756,725,2018,666,6
40058,24640236,149,2021,228,2
40059,49148926,909,2017,34,6
40060,28774340,12,2018,35,4
40061,76105272,1114,2017,322,2
40062,28360393,426,2018,464,3
40063,20820035,211,2021,294,3
40064,25475992,119,2018,618,3
40065,40951280,701,2019,881,3
40066,99816246,3,2022,461,6
40067,60590609,15,2019,343,1
40068,61224314,632,2018,920,5
40069,86941566,511,2017,628,2
40070,49782053,493,2018,742,3
40071,66011816,200,2017,934,5
40072,62344577,531,2018,611,1
40073,94503945,949,2017,542,3
40074,16409171,644,2017,443,1
40075,99440401,447,2019,562,1
40076,67411361,71,2018,992,4
40077,41414402,148,2021,1000,2
40078,16507899,629,2019,642,6
40079,57463610,760,2019,360,4
40080,56020015,541,2017,951,6
40081,58185159,821,2020,511,2
40082,78324810,181,2019,712,3
40083,28426576,1054,2021,505,2
40084,91203573,791,2021,692,1
40085,35349601,571,2018,483,3
40086,32599267,919,2022,749,2
40087,12593996,924,2019,721,4
40088,78491348,788,2019,493,4
40089,24397772,1090,2019,666,2
40090,95603432,169,2022,518,6
40091,11167691,9,2021,120,2
40092,95499222,216,2020,370,3
40093,85469481,207,2021,757,5
40094,99730890,1049,2021,191,1
40095,98193158,83,2019,219,2
40096,82859676,420,2018,18,5
40097,98604460,746,2018,819,3
40098,23691008,107,2022,418,4
40099,99667796,427,2018,709,5
40100,85621391,299,2022,367,6
40101,27975229,13,2020,880,2
40102,39130363,978,2017,102,5
40103,10575241,486,2022,772,4
40104,32345950,604,2021,219,1
40105,41250392,361,2018,725,5
40106,87820273,94,2022,331,6
40107,14884916,344,2022,715,3
40108,87047894,293,2020,514,2
40109,16263708,157,2020,274,3
40110,26791860,214,2020,754,1
40111,89685783,157,2021,676,2
40112,98571674,312,2021,371,2
40113,60330267,669,2017,520,1
40114,16827657,130,2022,750,3
40115,18067600,498,2020,493,2
40116,69564519,522,2022,629,3
40117,29676826,822,2019,805,3
40118,46706420,764,2020,249,4
40119,22664422,553,2018,230,2
40120,99944009,175,2018,652,1
40121,58762507,775,2021,822,1
40122,45244622,260,2018,699,5
40123,94712123,293,2021,97,2
40124,30738041,1097,2017,546,4
40125,10586090,524,2017,13,2
40126,29851989,140,2019,578,2
40127,29269422,276,2022,539,5
40128,63599891,707,2022,6,6
40129,68192333,20,2017,818,4
40130,86206401,755,2021,699,4
40131,99148958,647,2020,669,2
40132,37245393,815,2021,940,5
40133,50999384,659,2018,253,4
40134,92753432,16,2017,822,3
40135,75121503,782,2018,238,3
40136,25806512,808,2022,649,2
40137,26719609,402,2022,283,2
40138,88893587,1005,2017,24,2
40139,94466850,81,2020,109,1
40140,76859162,490,2017,487,1
40141,72131702,560,2018,198,1
40142,29585169,1068,2022,460,4
40143,81237048,167,2017,504,2
40144,50199744,356,2018,337,5
40145,33577927,170,2018,609,5
40146,91500253,893,2019,52,6
40147,91135830,989,2019,767,1
40148,38059227,821,2019,764,1
40149,51048828,1,2020,664,1
40150,29293174,532,2019,78,1
40151,10877237,306,2022,443,6
40152,57097443,41,2017,561,2
40153,13540587,200,2020,674,3
40154,85459979,206,2021,631,6
40155,33816033,2,2021,674,3
40156,14488087,47,2018,902,2
40157,34491321,763,2017,974,2
40158,67571148,882,2021,407,3
40159,89261646,69,2018,885,4
40160,26750058,685,2022,372,2
40161,80536212,509,2017,360,6
40162,72444198,628,2018,732,1
40163,40126047,266,2017,228,2
40164,18573950,1050,2022,68,2
40165,71065442,1027,2017,917,3
40166,77192145,236,2020,34,1
40167,79196959,931,2022,41,5
40168,74224575,361,2020,126,2
40169,61843582,543,2020,360,2
40170,55895166,637,2022,96,5
40171,61854411,299,2020,55,5
40172,22202293,1061,2022,570,2
40173,55052274,287,2021,34,6
40174,55836760,512,2020,515,2
40175,80302061,861,2017,381,5
40176,44499951,814,2018,476,1
40177,33048081,464,2018,650,3
40178,78674945,1052,2022,308,6
40179,87507969,19,2019,147,3
40180,64654628,912,2017,193,2
40181,49700378,454,2018,878,7
40182,27920466,425,2018,479,1
40183,32741212,870,2018,650,6
40184,30321045,350,2018,115,5
40185,43108808,518,2017,343,2
40186,51374783,1068,2021,902,5
40187,75621473,417,2018,3,1
40188,44472789,1016,2019,487,5
40189,60166178,522,2021,56,3
40190,59523683,235,2018,148,2
40191,45389347,35,2017,868,4
40192,34671840,661,2019,513,2
40193,96340503,147,2017,251,2
40194,28464710,511,2018,124,4
40195,14293117,468,2017,990,5
40196,94056540,982,2019,256,5
40197,95215596,907,2020,712,2
40198,53246067,355,2021,237,1
40199,12542415,709,2022,683,2
40200,43094602,471,2019,885,5
40201,76696999,381,2022,643,1
40202,28835261,683,2018,746,4
40203,67495386,387,2019,340,1
40204,86058795,768,2018,13,10
40205,98840067,1125,2019,174,6
40206,10540623,159,2021,612,3
40207,77674563,442,2017,530,5
40208,38371909,947,2017,852,3
40209,50948837,1038,2019,553,1
40210,20382857,598,2018,782,3
40211,19948126,304,2017,728,2
40212,34580771,154,2018,818,2
40213,84594326,357,2022,955,1
40214,63119751,813,2017,177,2
40215,86129090,210,2022,206,3
40216,19326690,575,2019,934,6
40217,98705429,373,2019,699,2
40218,58179128,144,2019,704,1
40219,44239123,233,2020,294,3
40220,58424392,153,2022,88,6
40221,35091123,209,2022,913,3
40222,25239316,947,2019,508,6
40223,43002033,254,2022,573,2
40224,80877998,939,2019,163,2
40225,56498316,1072,2020,889,3
40226,32935972,132,2021,82,1
40227,35282451,1006,2017,222,4
40228,97333392,1067,2022,787,7
40229,14345370,735,2019,794,5
40230,56812184,394,2018,759,4
40231,47919819,727,2022,784,2
40232,14372461,950,2017,916,3
40233,70826306,33,2020,103,2
40234,81735655,564,2017,230,2
40235,12676753,123,2021,740,2
40236,17047993,919,2022,269,4
40237,69089933,537,2021,437,3
40238,18547255,222,2022,896,3
40239,23940712,496,2019,23,4
40240,40570914,960,2019,673,6
40241,58950475,622,2020,992,3
40242,25517301,758,2018,487,1
40243,11999117,1032,2017,345,2
40244,51324464,634,2018,563,2
40245,78913111,704,2021,691,1
40246,22346883,902,2022,915,3
40247,32029855,503,2019,723,8
40248,70732960,384,2018,394,4
40249,91578794,31,2018,393,1
40250,23233930,882,2020,730,5
40251,74167325,338,2017,699,5
40252,90721589,230,2021,384,4
40253,84114079,398,2019,345,2
40254,78874839,1015,2020,888,5
40255,59360944,461,2018,938,3
40256,50388383,1070,2018,963,1
40257,64532662,740,2021,756,1
40258,35465955,55,2017,693,1
40259,62054328,290,2021,620,2
40260,35887564,1067,2022,90,1
40261,15607232,1117,2020,464,2
40262,53886378,1141,2017,198,1
40263,90940335,33,2021,833,3
40264,38465653,650,2020,914,7
40265,78210734,847,2020,935,1
40266,51961822,710,2017,269,4
40267,50987653,284,2021,336,4
40268,57663140,538,2018,193,6
40269,45835541,695,2017,363,4
40270,89112337,167,2017,862,3
40271,60937728,216,2020,736,2
40272,95238041,609,2021,49,2
40273,87140993,1073,2019,652,4
40274,96124086,289,2017,840,3
40275,48669176,1138,2018,815,3
40276,66069954,186,2019,478,2
40277,10760280,382,2017,571,5
40278,73330664,892,2017,250,1
40279,59754032,492,2018,220,4
40280,60601640,1099,2018,716,1
40281,16718665,376,2018,880,6
40282,93978241,499,2021,86,1
40283,56976876,900,2018,761,1
40284,81653326,408,2020,520,1
40285,53804981,592,2017,281,2
40286,42562277,735,2020,483,1
40287,23292847,605,2018,944,4
40288,53840999,516,2021,942,3
40289,61546831,137,2021,712,3
40290,28687974,905,2022,412,1
40291,97078162,735,2021,317,4
40292,99567512,1030,2017,140,1
40293,48517119,1036,2020,662,1
40294,83092782,581,2020,37,2
40295,77234045,247,2020,5,6
40296,99971049,106,2020,410,1
40297,84732986,962,2017,787,2
40298,76972642,985,2019,164,4
40299,80639607,602,2022,676,5
40300,34937854,558,2020,132,1
40301,13060671,457,2022,399,6
40302,34713238,339,2022,64,3
40303,70906908,800,2017,54,1
40304,22353702,375,2019,565,2
40305,31487871,641,2017,345,1
40306,53485115,535,2018,124,2
40307,60975303,139,2020,208,1
40308,42807787,679,2020,444,4
40309,33631394,730,2021,415,1
40310,40045522,817,2019,486,1
40311,27086214,56,2021,593,6
40312,13768612,34,2021,509,6
40313,53746699,566,2021,560,1
40314,62495583,380,2020,991,2
40315,92757763,986,2018,449,3
40316,79085521,190,2017,559,2
40317,90964797,861,2022,256,2
40318,15206764,167,2019,33,3
40319,26215389,585,2019,271,2
40320,30367471,309,2022,977,5
40321,32963464,86,2019,150,1
40322,26188280,652,2017,883,6
40323,84601547,390,2021,472,1
40324,96514909,835,2018,465,5
40325,42589368,914,2018,303,1
40326,50412590,989,2020,17,5
40327,46073392,1066,2017,726,5
40328,87928584,459,2018,896,2
40329,80750496,979,2022,148,6
40330,18734350,15,2021,882,4
40331,57836533,206,2019,237,2
40332,32503460,55,2017,314,4
40333,75035901,494,2020,818,1
40334,97258833,586,2019,89,1
40335,39058304,244,2021,150,5
40336,79153751,1012,2017,343,5
40337,11340409,306,2021,587,2
40338,87643756,78,2019,189,3
40339,12032503,807,2022,916,7
40340,54118107,269,2018,401,5
40341,60405610,8,2018,740,5
40342,92149978,523,2022,266,1
40343,17677244,323,2019,211,2
40344,37308093,93,2022,455,2
40345,89772624,615,2021,20,2
40346,84763304,19,2022,963,1
40347,48951304,889,2019,548,1
40348,33443682,245,2021,425,2
40349,67362922,938,2017,291,3
40350,85865293,935,2017,362,2
40351,58496253,1105,2022,315,3
40352,73065524,246,2018,623,5
40353,60147283,517,2020,375,4
40354,29368863,908,2021,850,2
40355,28932791,1,2021,423,1
40356,30881398,10,2020,492,2
40357,52699802,223,2018,391,9
40358,95332943,705,2018,309,6
40359,88571103,737,2019,654,1
40360,71922443,265,2017,315,5
40361,24873406,918,2018,289,2
40362,80219776,352,2020,906,4
40363,35559357,254,2020,936,4
40364,23651968,66,2021,788,6
40365,11709901,297,2017,493,3
40366,47758311,1090,2017,320,1
40367,96420064,948,2018,142,6
40368,64643539,650,2020,873,4
40369,19255569,509,2017,390,1
40370,13217232,49,2020,253,10
40371,50498303,734,2022,132,2
40372,92342262,850,2022,177,3
40373,57034365,113,2018,606,3
40374,29800342,1123,2021,650,1
40375,63476747,841,2021,340,1
40376,25344502,461,2021,472,5
40377,48412379,970,2017,989,1
40378,33007959,207,2019,20,1
40379,93610188,1113,2017,125,3
40380,98726576,1118,2022,806,2
40381,22984685,746,2018,350,5
40382,30157176,819,2021,146,7
40383,33399159,915,2019,544,6
40384,74656063,573,2020,623,3
40385,95167255,1040,2020,832,1
40386,21202630,222,2021,829,6
40387,78632873,467,2018,300,6
40388,11323220,695,2017,831,4
40389,60028716,400,2018,519,2
40390,84640669,465,2019,145,4
40391,18813316,649,2019,534,3
40392,87837300,928,2019,759,5
40393,76322036,1040,2019,609,2
40394,34024716,843,2017,425,2
40395,60445725,349,2018,311,5
40396,22941343,277,2022,663,1
40397,49641008,990,2018,790,1
40398,97732759,236,2019,884,3
40399,74936665,599,2019,106,1
40400,72369667,1079,2018,383,3
40401,61236406,612,2019,296,2
40402,28909019,911,2021,664,4
40403,11780065,835,2019,373,1
40404,61231453,683,2018,159,2
40405,50164284,997,2022,644,4
40406,12606139,976,2022,12,2
40407,44967663,275,2020,833,3
40408,53002369,979,2017,703,2
40409,10323737,1055,2020,909,1
40410,62549417,511,2017,25,4
40411,98689916,440,2018,887,1
40412,51049023,74,2019,530,2
40413,99218899,511,2019,901,6
40414,19949721,540,2020,747,2
40415,33770907,268,2018,538,2
40416,61196735,892,2017,916,3
40417,11989627,858,2018,495,5
40418,50770865,670,2018,316,2
40419,41709527,841,2019,927,1
40420,58381810,11,2022,435,3
40421,42477847,1076,2020,707,1
40422,99053038,703,2020,706,1
40423,71124062,1088,2020,743,2
40424,39875101,322,2022,549,1
40425,84093402,95,2017,890,5
40426,72900196,865,2019,722,1
40427,26713964,322,2021,725,1
40428,17792566,60,2021,725,2
40429,89226692,58,2018,466,1
40430,27948050,726,2018,871,4
40431,56013487,294,2017,487,3
40432,42136324,1108,2017,28,5
40433,22425397,260,2018,230,6
40434,48680975,931,2019,551,1
40435,80961798,740,2019,355,3
40436,99582120,752,2022,6,6
40437,36381997,264,2022,16,2
40438,65220973,253,2020,535,2
40439,14062463,154,2017,366,1
40440,55911856,231,2022,719,6
40441,45273459,949,2019,504,2
40442,36501847,455,2018,567,4
40443,13775212,990,2017,180,5
40444,35144150,1090,2019,930,2
40445,59433541,114,2022,702,6
40446,34796943,53,2019,891,1
40447,33127996,964,2022,558,3
40448,72965714,561,2019,662,1
40449,80821494,869,2019,168,5
40450,88003869,670,2021,986,2
40451,53455164,579,2019,673,1
40452,19855179,1035,2019,843,4
40453,47655480,1135,2022,349,4
40454,17157182,681,2019,614,1
40455,68983456,982,2017,574,1
40456,45403011,924,2021,881,5
40457,50633922,2,2019,671,3
40458,61398459,268,2020,803,2
40459,37803179,861,2021,294,2
40460,97034317,1132,2021,78,4
40461,54162399,380,2022,589,6
40462,27035633,643,2019,515,1
40463,53113627,978,2021,155,6
40464,65604890,600,2020,689,2
40465,21346854,80,2020,52,1
40466,75773527,1037,2020,991,2
40467,57435543,858,2018,802,3
40468,93504114,352,2020,365,5
40469,55774108,807,2017,767,1
40470,38537309,974,2022,758,2
40471,63886289,405,2022,963,3
40472,14859894,640,2018,503,2
40473,18259031,882,2022,154,6
40474,96951434,7,2020,970,3
40475,25913024,72,2018,421,2
40476,77705634,512,2017,148,1
40477,67916194,709,2017,822,2
40478,79309402,944,2022,34,1
40479,79527977,459,2020,454,2
40480,43735496,1015,2020,523,1
40481,67231058,507,2018,156,4
40482,64668165,310,2017,293,2
40483,75971935,852,2017,675,5
40484,42924724,804,2017,837,2
40485,32647620,436,2021,901,4
40486,21091277,606,2018,843,3
40487,67933701,768,2018,876,1
40488,13565778,278,2020,415,3
40489,22041145,54,2019,231,2
40490,89660988,770,2020,410,5
40491,32621394,51,2019,883,1
40492,86928000,496,2021,999,1
40493,45089587,883,2021,932,4
40494,25258848,936,2021,195,3
40495,60186598,621,2017,480,6
40496,65345362,418,2019,698,1
40497,15650836,721,2020,426,6
40498,67511847,493,2021,681,1
40499,13610269,1026,2021,175,3
40500,90217726,587,2019,551,11
40501,96313377,643,2018,738,4
40502,83360826,1051,2018,165,2
40503,60312303,1064,2022,675,1
40504,65741963,389,2019,615,4
40505,88559697,218,2019,618,1
40506,37361896,1064,2021,190,12
40507,67395393,854,2022,39,1
40508,37195552,233,2020,574,4
40509,10106202,918,2019,84,1
40510,18857377,1083,2017,866,3
40511,77814934,897,2022,113,2
40512,52581887,526,2017,974,6
40513,90909468,320,2022,211,1
40514,69902322,610,2019,531,2
40515,55495161,467,2018,824,6
40516,82677330,252,2018,973,1
40517,60252388,346,2018,765,2
40518,78095244,898,2017,920,2
40519,88494941,1031,2021,484,3
40520,20792733,449,2021,718,3
40521,75493558,185,2019,190,11
40522,98649098,582,2017,829,2
40523,47900848,38,2019,430,3
40524,16466074,497,2020,150,2
40525,24367781,468,2022,738,2
40526,19230195,1100,2017,360,4
40527,74685268,1088,2020,339,2
40528,41130411,908,2020,416,7
40529,68904691,1093,2020,305,1
40530,75299938,551,2018,566,4
40531,92645261,1026,2018,783,1
40532,84763692,61,2018,359,6
40533,85915899,17,2018,14,3
40534,75799424,101,2019,512,1
40535,11510796,673,2022,670,11
40536,34453831,542,2020,311,4
40537,77024739,831,2020,795,3
40538,61381956,54,2021,248,2
40539,20109898,449,2017,739,2
40540,44499880,1116,2021,936,4
40541,55217271,837,2017,428,4
40542,32239870,258,2018,422,1
40543,74439316,906,2022,154,6
40544,86809282,264,2017,80,6
40545,34785790,927,2022,864,2
40546,77336952,1090,2017,180,3
40547,79676482,206,2020,771,2
40548,18707058,52,2018,832,5
40549,65634585,921,2019,663,1
40550,84284227,286,2017,263,5
40551,62685717,113,2021,2,6
40552,56781684,439,2019,974,2
40553,97860840,922,2020,935,3
40554,77837056,84,2020,612,2
40555,64829499,300,2022,394,6
40556,42572693,959,2019,615,2
40557,17079432,1022,2020,970,6
40558,26207182,30,2018,801,1
40559,26394550,702,2019,958,6
40560,80607050,968,2018,409,3
40561,26865098,106,2022,894,1
40562,23470087,842,2019,478,7
40563,80820826,993,2019,415,1
40564,58169019,558,2020,306,5
40565,45076628,252,2022,703,5
40566,61671331,899,2020,141,1
40567,86468518,35,2020,818,5
40568,31132669,1008,2021,804,6
40569,61095623,585,2019,153,3
40570,33169256,951,2022,609,8
40571,58114345,531,2022,851,5
40572,16365400,837,2020,549,6
40573,22441759,704,2021,743,4
40574,33133449,232,2022,996,2
40575,90004296,492,2019,757,3
40576,64469603,749,2020,164,2
40577,17567955,354,2021,646,2
40578,12961248,825,2021,409,2
40579,72235460,91,2017,160,6
40580,12848383,502,2020,369,3
40581,29186816,83,2020,957,5
40582,12814660,401,2019,783,1
40583,96992080,572,2018,798,1
40584,76145974,604,2020,316,4
40585,95092250,905,2021,425,6
40586,44775340,530,2018,989,1
40587,88815175,1052,2022,105,2
