sep=<tab>
2231	האורגים 9 , חולון	בל מוטורס בסד בע מ	03-5586272
2232	משה יתום 33 , רחובות	לוי את דוכן מוסך עינב	08-9471820
2233	המנוע 6 , תל אביב -יפו	ברק אור שרותי (1995)בע מ	03-6814389
2234	סוף שמוטקין , ראשון לציון	מנופי אבי בע מ	03-9562222
2235	משה שרת 22 , ראשון לציון	ושציב אולג - מוסך מקסי	03-9514763
2236	הרצל 120 , תל אביב -יפו	אמ.סי.מוטורס בע מ	03-6838930
2237	פלוטיצקי 3 , ראשון לציון	מוסך יוני אטיאס מרכז הפגושים	057-4338601
2238	המפוח 8 א.ת רחובות , רחובות	טויטו אורי פחחות רכב	08-9451179
2239	בן לולו 4 , ראשון לציון	אמסלם יהודה מכונאות חשמל ומיזוג	03-9643315
2240	משכית 15, ת.ד. 12601 , הרצלייה	בניסטי אברהם אופנועי הרצליה	09-9558993
2241	יוחנן הסנדלר 8 , כפר סבא	בן צור יונתן יוני אופנועים	09-7663820
2242	הכדר 15 , נתניה	גבאר עבד אלטיף מוסך תפארת	09-8618867
2243	העצמאות 45ת.ד2668 , יהוד	עוז אופנועים ניר חסון	03-6320020
2244	הפרסה 3 , כפר סבא	מוסך רון שטיין בע מ	09-7656827
2245	יצחק שדה 37 , תל אביב -יפו	יצחק מזרחי מוטו בייק אמינות	03-6241355
2246	ת.ד. 12019 גלגלי הפלדה 19, , הרצלייה	מוסך הדקל הירוק בע מ	03-9586104
2247	המזמרה 11 א.תעשיה , נס ציונה	אייל גולדשמידט זגגות המרובע	08-9388387
2248	הסדנא 4 , כפר סבא	עד כפר סבא בע מ	09-7653016
2249	השילוח 7 , פתח תקווה	טייר סנטר ישיר בע מ	03-9247764
2250	ת.ד. 393 , שפיים	מוסך תקן בע מ	09-9523073
2251	האורג 7 , נתניה	ברנס מרדכי מוסך מרדכי	09-8617043
2252	רח' הכחול 10 , כנות	אלמוג מנגד  התיקון הכללי בע מ	08-8681146
2253	גלגלי הפלדה 5 , הרצלייה	גבאי את צח מוסך המרינה	09-9554340
2254	א.ת. תד 320 , רמלה	תעבורה אחזקות בע מ	08-9270444
2255	היצירה 15 , ראש העין	סירי יאיר מוסך העצמאות	03-9102581
2256	בר כוכבא 49 , פתח תקווה	טופ גלס שרותי זגגות 2008 בע מ	03-9312232
2257	המלאכה 31 , חולון	אל חטיב גואד צמיגי ג'ו חולון	03-5583115
2258	ת.ד. 8697  ייד חרוצים 17 , נתניה	קשר רנט א-קאר בע מ )הרץ(	09-8859490
2259	ת.ד. 450 , כפר קאסם	עיסא כארם צמיגי פורת	050-5577088
2260	הכדר 47 , נתניה	א.כ. טופ קאר בע מ	09-8623368
2261	הכדר 42 , נתניה	ר.ק. מוסכים בע מ	09-8330523
2262	כפר ענה ת ד 2034 , אור יהודה	מוסך עוז אור יהודה - בע מ	04-5333673
2263	התעשיה 6 ת.ד 2140 , רעננה	מרכז שרות מרתון רעננה בע ם	09-7404408
2264	משה בקר 32 , ראשון לציון	אופיר קאר בע מ	03-9503452
2265	שמוטקין 23 א.ת. ישן , ראשון לציון	עזומי יום טוב מוסך ארגמן	03-9640521
2266	אורט 23 , נתניה	שש - צ2011 בע מ	09-8844944
2267	הכדר 25, ת.ד. 13130 , נתניה	צמח מוטי פרונט מוטי	09-8611875
2268	ת.ד. 1770 המעלית 1 , קדימה-צורן	סיג תעשיות בע מ	09-8911990
2269	היובלים 14, א.ת. נוה נאמן , הוד השרון	חשמל גל בהנהלת שתיוי ויקטור	09-7402333
2270	היוזמים 11 , אור יהודה	מוסך נפתלי - אילן את מוטי נפתלי	04-6341336
2271	דרכי משה 6 , לוד	מוסך עמק לוד בע מ	08-9216242
2272	גיסין 98 ק-אריה ת.ד 10002 , פתח תקווה	סוכנות מכוניות לים התיכון בע מ	03-7910002
2273	ת.ד. 1985 , טייבה	עזאם עומר מוסך השרון	052-2346740
2274	היצירה 17, קרית אריה , פתח תקווה	אברהם סחייק מוסך התלתן	03-9246701
2275	משה יתום 13 , רחובות	אלי בן שושן מוסך אור אלי	050-5402380
2276	סימטת התבור 5 , פתח תקווה	4/4 לוגיסטיקה בע מ	03-9309563
2277	ת.ד. 775 ליד אמגד , כפר קאסם	איימן סרסור מוסך מכאווי ובניו	03-9074181
2278	הגלגל 21 , רחובות	שרון בן אדיבה מוסך מרכז הרכב	08-9471405
2279	המרכבה 4, א.ת. , חולון	אוטו גלס זגגות רכב בע מ	03-6507777
2280	שכטרמן 20, א.ת. , נתניה	גינדין אנה מוסך זהב 2015 בע מ	054-4790404
2281	השפלה 4, ק. אריה , פתח תקווה	ד.ש. שווק חשמל (1995) בע מ	03-9230773
2282	עמל 27, ת.ד. 3440 , פתח תקווה	נתן את אברהם בע מ	03-9234369
2283	בזל 13 , פתח תקווה	וובקאר שירותי רכב בע מ	054-4758888
2284	ראשית חכמה 16 , תל אביב -יפו	אורי את אורית מוסך אורי אופנועים	03-6825555
2285	שפע טל 11 , תל אביב -יפו	אוטו פיקס אליה - משה מועדים	050-8789367
2286	חיי אדם 10 , תל אביב -יפו	זכרי את פלוטקון מוסך נחלת יצחק	03-6091265
2287	ת.ד. 13092 פנקס 18 , נתניה	יורם חיון מוסך או גי	052-8720731
2288	טייבה המשולש, רח' ראשי , טייבה	ברנסי עבד אלרחמן מוסך רנו	050-8460051
2289	ת.ד. 4575 כביש ראשי , טירה	נאסר ואסים צמיגי רביע	04-7936564
2290	שכטרמן 13, ת.ד. 13821 , נתניה	אלמוג ש.ח. בע מ	09-8617666
2291	משה בקר 32 , ראשון לציון	מוסך רמי בן דוד בע מ	054-6223156
2292	דרך בן צבי 100 , תל אביב -יפו	עוז אל.יר. בע מ	03-5189142
2293	שרירא גאון 6 , תל אביב -יפו	יאסר אבו נאר מוסך י.א	03-5186178
2294	ת.ד. 3033 , רמת השרון.	תבור שרותי רכב ולוגיסטיקה בע מ	03-5401128
2295	צור 1 , צור יגאל	קומסקו בע מ	09-7499320
2296	העצמאות 1 ת,ד 901 , אבן יהודה	צמיגי מזור )אבן יהודה( בע מ	09-8997295
2297	ת.ד. 2863 , כפר קאסם	פריג' עזמי מוסך עזמי מנצור	03-9071106
2298	האיזמל 6 א.ת ב' נס ציונה , נס ציונה	שטרסר כפיר מוסך  טרנס מור	08-9380234
2299	פלוטיצקי 3, ת.ד. 15642 , ראשון לציון	ש.ר אורי מוטורס (2019) בע מ	03-9646939
2300	משה יתום 35 , רחובות	מוסך אור מור בע מ	08-9361111
2301	אורט 9 , ת.ד.13230 , נתניה	לוי שמעון - אופנועי שימי	09-8848042
2302	ת.ד. 2724 מיכאליס 29 , פתח תקווה	אילן חג'ג מוסך שרותי רכב	03-9212134
2303	רח' שוקן 4 , תל אביב -יפו	ליביו מוסקוביץ מוסך ספיד סייקל	03-6824895
2304	קיבוץ גלויות 73 , תל אביב -יפו	ערן חבשוש מוסך אי.טים	03-6815229
2305	העצמאות 1 , אבן יהודה	כהן משה חשמל משה כהן	09-8999124
2306	בן ציון גליס 17, א.ת. סגולה , פתח תקווה	נפתלי מחפוד מוסך נפתלי אופנועים	03-9042527
2307	אלטלף 3, א.ת. , יהוד	פלד יעקב צמיגי המהיר	052-7907537
2308	דוד מרכוס 3 , פתח תקווה	גבסו בני מוסך ש.ח.ר.	03-9317161
2309	האצל 29 , ראשון לציון	מוסך הסמל בע מ	03-5514567
2310	הצורף 9, א.ת. , חולון	מוסך איכות תומר בביוב	03-5565987
2311	אליהו איתן 14 , ראשון לציון	א.י. אדר הרכב בע מ	03-9415343
2312	גיסין 70 , פתח תקווה	אברהם את ראובן מוסך הבית	03-9235670
2313	בן ציון גליס 51 , פתח תקווה	שקרדי לירן צמיגי לירן	03-9049798
2314	גלגל 23 , רחובות	ליאור קריטי צמיגי קריטי	08-9318855
2315	הברזל 13 , תל אביב -יפו	קזנטיני שלום ועמוס צמיגי קזנטיני	03-6476078
2316	החרושת 15 , רעננה	שרון את רוני בע מ מוסך נרקיס	09-7466256
2317	ירקונים 37, ת.ד. 9121 , פתח תקווה	רונטרק שרותי רכב מלגזות בע מ	03-9301373
2318	עמל 24, ת.ד. 2564 , רעננה	מוסך וצמיגים אריה גרדוס	09-7467111
2319	ת.ד. 2438 , קלנסווה	נאטור עדנאן מכונאות	050-5443709
2320	שמשון 12 , פתח תקווה	יוניברסל מוטורס ישראל בע מ	052-3959479
2321	ליד ת.דלק סונול א.ת , כפר קאסם	שואהנה נסים - מוסך נסים	052-3569496
2322	החשמונאים 7 , בני ברק	מוסך דורות בע מ	03-5793871
2323	יגאל אלון 134 , תל אביב -יפו	צ.י מוטומן (2020) בע מ	03-6090946
2324	שדרות ההשכלה 7 , תל אביב -יפו	איילנד סנטר בע מ	03-5613757
2325	האיזמל 8, א.ת. , נס ציונה	הירש עצמון שרותי רכב נס ציונה	053-7772595
2326	ת.ד 363 , קלנסווה	מוסך גאבר מוטורס-חטיב פאלח	052-5033282
2327	הסדנא 14 , חולון	לויטו יבגני מוסך אלמר	052-2306753
2328	אלטלף 19 , יהוד	מנשה את אלון מוסך הצמד	03-6321525
2329	כביש ראשי כפר קאסם , כפר קאסם	עיסאוי מרואן מוסך עיסאוי	050-5656667
2330	ת.ד. 1812 , קלנסווה	אחים ג'יוסי מוטורס	050-7414110
2331	התרופה 3 ת.ד. 8030 , נתניה	אלפסי שלום מוסך א. שלום	09-8359842
2332	בילו 2000 א.ת. , קריית עקרון	איציק סעשי מוסך שילת	08-9411415
2333	ברוך הירש 26 , בני ברק	צמח יוסף מוסך יוסי צמח	03-5706587
2334	ת.ד. 1203 , קלנסווה	חכים ואויה מוסך אלאמיר	052-2804120
2335	עמל 14 , פתח תקווה	מוסך יוסף גואטה ובניו בע מ	03-9241001
2336	היוזמים 3 , אור יהודה	מוסך שמעון ארביב	04-6344654
2337	היוזמים 11 , אור יהודה	מכון פרונטים עמורי אלשייך בע מ	050-9221041
2338	ת.ד. 233 , כפר קאסם	נצח תור בע מ )ידידים לנצח(	03-9073830
2339	ת.ד. 379, א.ת. , טייבה	גאבר עבד אלסטאר אחים עמרור פחחות	050-7941146
2340	ת.ד. 2176 , קלנסווה	חטיב קאדי פחחות קאדי	052-555344
2341	הבנאי 8 , חולון	תמיר את אביב אופנועי חולון	03-5596558
2342	התרופה 5, א.ת. , נתניה	מוסכי.י.ארז בע מ	09-8355035
2343	כפר ויתקין , כפר ויתקין	סופר צמיג שירותי רכב בע מ	09-8663893
2344	הסדנא 4 ב' , כפר סבא	מרכז שרות לי בע מ	09-7687457
2345	נחל איילון 37 , תל אביב -יפו	מוסך מוטונל - אפי ואלון	03-6037300
2346	כפר ברא , כפר ברא	ריאן מחמוד מוסך האחים אדהם	053-7750884
2347	כפר ברא , כפר ברא	ריאן יוסף תחנת סיכה וצמיגים	057-7750884
2348	ת.ד. 1039  העצמאות 3 , אבן יהודה	צמיגי י. רומנו בע מ	09-8996555
2349	הרקון 10, א.ת. נוה נאמן , הוד השרון	לוי משה מ.ל. אופנועים	09-7410797
2350	יוחנן הסנדלר 14 , כפר סבא	טסט בשרון מכון רשוי כפר סבא בע מ	09-7675555
2351	כפר הנגיד משק 87 , כפר הנגיד	נגררים ו.ר.ד. בע מ	08-9435742
2352	המפוח 2, א.ת. , רחובות	מוסך גיא בנאי בע מ	08-9466457
2353	פנקס 19 , נתניה	ברנס דניאל פאר מיזוג אויר	09-8826086
2354	כביש ראשי , קלנסווה	בלעום מוחמד מוסך צמרת	052-2312141
2355	עמל 18 , רעננה	מוסך גל אומן בהנהלת דוד יחזקאל	09-7461735
2356	כפר גנים פתח תקווה ת.ד 8328 , פתח תקווה	יוסף חלבי ובניו	054-7986304
2357	טברסקי 4 , תל אביב -יפו	כפיר בלמים בע מ	03-5622544
2358	ת.ד 2599 , קלנסווה	רעד ריאד מוסך רעד	054-7460828
2359	קיבוץ גבעת השלושה , גבעת השלושה	דיוכר (1999) בע מ	03-9374111
2360	שד' הר ציון 108 , תל אביב -יפו	טל גולדשטיין - מוסך ספין	03-6821941
2361	וסרמן 2 , תל אביב -יפו	צמיגי חנניה בע מ	03-5185221
2362	הפלד 10 , חולון	מוסך מרכזי לרכב יפני חולון בע מ	03-5596880
2363	משה יתום 7 , רחובות	רפי ורפאל מוסכים בע מ	08-9362994
2364	שמעיה אבטליון 1 , פתח תקווה	רדבוגין דניאל מוסך גידי	03-9349927
2365	כביש ראשי , קלנסווה	מנצור ג'ברי כוכבי המשולש	09-8945338
2366	הגלגל 17 , רחובות	מרקוס יעקב קארטיק ישראל	08-9465056
2367	הבונים 9 , בת ים	מזור דרור מוסך דוד	03-5515485
2368	ת.ד. 1712 , טייבה	קאיס גאבר מוסך קאיס	09-7996956
2369	ת.ד. 202 נתב ג )תחנת דלק( , לוד נמל תעופה	דחף - חשמל ומיזוג אויר לרכב בע מ	03-9737222
2370	תימנע 9 , חולון	אילן קארגלס בע מ	03-6534444
2371	ז'בוטינסקי 73 , בני ברק	ששון שלו תיקון צמיגים	03-5799898
2372	ת.ד. 173 החריש 20 , עמק חפר	וארון אלי - מוסך 24 פלוס	04-6247717
2373	כנרת 6 , בני ברק	בצלאל להב אור מוביל	03-5709669
2374	הסדנא 4, א.ת. צפוני , אור יהודה	מוסך א.מ. ואחיו בע מ	03-5339377
2375	יוחנן הסנדלר 18 , כפר סבא	מוסך צמד זהר בע מ	09-7677543
2376	מושב גאולים , גאולים	לוי אבשלום בע מ	09-8989251
2377	היובלים 26, נוה נאמן , נווה נאמן	שינדרמן יעקב מוסך לידר	09-7603513
2378	היובלים 26, נוה נאמן , נווה נאמן	דיזל ג.ד.ס שרותי רכב בע מ	09-7412141
2379	האצ ל 29 , ראשון לציון	צמיגי העיר ראשון בע מ	03-9419033
2380	ת.ד. 111 , כפר קאסם	עאמר איהאב מוסך הכוכב	050-5564359
2381	החושלים 1 , הרצלייה	מוסך פאר הרצליה 1995 בע מ	09-9572799
2382	המפעלים ת ד 3421 , פתח תקווה	פרי מוטורס בע מ	03-9233690
2383	עמל 2, ק. אריה , פתח תקווה	צמיגי אבנר אבורוס	03-9212103
2384	דנגור 34 , בני ברק	כהן חיים זגגות רכב	03-5701408
2385	הפטיש 5 , הוד השרון	תמם שלום מוסך שלום	09-7484492
2386	מיטב 7 , תל אביב -יפו	הילוך שישי יפו בע מ	03-6820066
2387	החרושת 2 , כפר סבא	שלום מועלם מוסך שולי	09-7662731
2388	דרך הרכבת 16 , נתניה	חכמון אהרון בע מ	09-8610778
2389	פרימן 16, א.ת. ישן , ראשון לציון	מיכאל שרותים מתקדמים לרכב בע מ	03-9669655
2390	קלאוזנר 15 , רמלה	אבו לבן באדר משאבות דיזל המרכז	08-9205590
2391	פרימן 5 , ראשון לציון	אורן זריני צמיגי עידן	03-9509350
2392	משה אדרת 5 תחנת דלק אחיסמך , לוד	אבו סולימן סאבר פנצ רית טיפ טופ	08-9241248
2393	ת.ד. 65 , קריית עקרון	רכב הנגב רחובות 2001 בע מ	08-9416223
2394	ישראל בק 12 , תל אביב -יפו	מוסך יוסי כהן פחחות וצבע בע מ	03-5615831
2395	ת.ד. 4105 , טירה	חסקיה אשרף מוסך אשרף	050-6311737
2396	שוקן 9 , תל אביב -יפו	אחד על אחד יעוץ לדו גלגלי בע מ	050-2524451
2397	.ת.ד 8349 המלאכה 3 , נתניה	מוסך ג.ע.ש הרכב בע מ	09-8651864
2398	חבר לאומים 16 , תל אביב -יפו	סלאח וחיים ס.ח. מוטורס	077-5161316
2399	האורגים 1 , יבנה	זמורות הגפן בע מ	08-9330296
2400	החופר 14 , חולון	רמי אבייט מרכז הגירים	03-5580661
2401	היצירה 16 אור-יהודה , אור יהודה	יעקב את ששי - מוסך יש	03-6340532
2402	הפלד 6 , חולון	חרומוב יבגני מוסך גז קו	077-5578164
2403	השיש 3 , נתניה	מוסכי רכב נתניה א.מ. בע מ	09-8600600
2404	ת.ד. 1491, כביש ראשי , קלנסווה	טהא עלי פחחות טהא	052-2784625
2405	משק 21, מושב עזריה , עזריה	מוסך יוסף חדד בע מ	08-9219742
2406	הרקון 26, א.ת. נוה נאמן , הוד השרון	לוי שמואל אופנועי השרון 1988	09-7402420
2407	זבוטינסקי 98, ת.ד. 7015 , פתח תקווה	מוסך דניאל ) בראל ) בע מ	03-9222405
2408	משה יתום 10 , רחובות	עשור יעקב - מוסך צמרת חי	08-9464319
2409	רח המתכת ת.ד. 5036 , קדימה-צורן	זכריה רחבי מוסך היצירה	09-8414442
2410	ת.ד. 4244 , טירה	פדילה פכרי מוסך פכרי	052-8339034
2411	שרירא גאון 8 , תל אביב -יפו	אבו שחדה חוסם - מוסך פרפקט	03-5189334
2412	שמוטקין 35 , ראשון לציון	מוסך אלכס לינסקו בע מ	03-9505702
2413	בית אלפא 16 , תל אביב -יפו	עזרי שמי - מוסך רם	03-5617744
2414	אליעזר בן הורקנוס 12 א.ת צפוני , לוד	אבן ברי זוהר מוסך סיגנון לוד	08-9207722
2415	משה הס 11 רמלה , רמלה	אזברגה אסרה מוסך מ.ע מרכז הרכב	08-6782827
2416	המסגר 4 ת.ד 2237 , כפר סבא	עד לוי בע מ	09-7672882
2417	שרון קרית- שדה תעופה ת.ד 211 , לוד	דומיקאר בע מ	03-9350000
2418	האלוף מרכוס 27 , פתח תקווה	י.ס. גירים אוטומטיים בע מ	08-9303488
2419	מושב עזריה משק 21 , עזריה	חדד יעקב מוסך לחשמלאות רכב	08-9219742
2420	המלאכה 3, ת.ד. 8209 , נתניה	צמיגי י. רומנו בע מ	09-8851616
2421	גינוסר 4 , תל אביב -יפו	אטבה יובל מוסך יובל	03-6960666
2422	ריבל 19 , תל אביב -יפו	אימפריה אקספרס בע מ	054-4339448
2423	הס 29 , הרצלייה	קרני רינה מוסך רמי	09-9500748
2424	הסתת 5 , חולון	ש.א. המעבדה לרכב (2005) בע מ	03-5505780
2425	ספיר 5 , ראשון לציון	נע נע בע מ	03-9418918
2426	ת.ד 2791 , טירה	בשארה יוסף צמיגי בשארה	054-5837025
2427	עמל 46 , פתח תקווה	מ.נ. מוסך ניקטון למכונאות רכב	03-9233478
2428	הרצל 48 , נתניה	טפליצקי איגור צמיגי לב העיר	09-8873091
2429	אלטלף 19 , יהוד	טייר יוגב מוסך הדקל	03-5366390
2430	גרון 5 , יהוד	דהן נתנאל מקניקס	03-6323936
2431	ת.ד. 3001 , כפר קאסם	עמר אלמאמון מוסך מאמון ובניו	050-5566824
2432	שרירא גאון 4 , תל אביב -יפו	דכה מוסך קלסיק	054-7635146
2433	לילינבלום 6 , רמלה	זכוכית מרכז זגגות טרקטורים בע מ	08-9241838
2434	זמר כפר איבתן , זמר	גאנם מנסור מוסך מנסור	050-8570617
2435	בר יוחאי 23 , תל אביב -יפו	נחלה עאזאר מוסך דינובייק	077-4380436
2436	עציון גבר 4 , תל אביב -יפו	סקסיק עומר  יפו חשמלאות ומכונאות	03-6819364
2437	פנקס 45 , נתניה	אביבי עובדיה הסעות וטיולים בע מ	09-8336224
2438	הירקון 18 , בני ברק	גבסו אבי מוסך איילון	03-5796670
2439	ת.ד. 4017 ליד שוק הציפורים , כפר קאסם	החברים שרותי רכב בע מ	053-7465586
2440	הקוממיות 7 בת ים , בת ים	גרין קאר התקנות גז בע מ	03-5790015
2441	החרושת 4 רעננה , רעננה	טייר קאר בהנהלת אחמד	050-6833030
2442	א.ת ליד שוק הציפורים , כפר קאסם	יחיעם שרותי שדה בע מ	03-9361951
2443	ת.ד. 10110 הרכבת 15 , פתח תקווה	שרגא מלגזות בע מ	03-930044
2444	ת.ד. 1892 , טייבה	גאבר גאסן מוסך אבו רמי	09-7991530
2445	כביש ראשי מימין , קלנסווה	מגדלאוי נור מוסך המהיר	050-5375148
2446	גשר העץ 26 , עמק חפר	פנצ'ריית עמיאל עמק חפר בע מ	09-8986666
2447	משה בקר 32 , ראשון לציון	ש.א. אורן שרותי רכב בע מ	03-9561058
2448	עמל 27 פתח תקוה , פתח תקווה	גז חיש בע מ	03-9190617
2449	ת.ד. 13022 שיזף 7 , אבן יהודה	שמואל בנישו שמוליק גי.אם	052-2592614
2450	נתיבות 2 ת.ד. 12512 , הרצלייה	דניאל פרחן מוסך דניאל	09-9563276
2451	תל גיבורים 15, ת.ד. 27165 , תל אביב -יפו	יוסף דלק מוסך מרכז הג'יפים	03-5036967
2452	ת ד 2059 טירה צ. כוכב יאיר , טירה	נאסר נסים - מוסך נאסר נסים	09-7492913
2453	המלאכה 18, ביתן 43 ת.ד 2454 , רעננה	נחשון בני צמיגי בני - רעננה	09-7446650
2454	משה בקר 18, א.ת. ישן , ראשון לציון	יוסף קורבט מוסך אוטו אלקטריק	03-9691615
2455	מושב יקום , יקום	רשיד מסרי - מוסך פולג	09-7659986
2456	המסגר 3, א.ת. נוה נאמן , הוד השרון	מרכז שירות דיין מרון בע מ	09-7888444
2457	הנגר 35, ת.ד. 13755 , נתניה	מוסכי עידן שליו בע מ	09-8877344
2458	ת ד 80 נורדיה 42954 , נתניה	מאי מוטו אופנועים בע מ	09-8843228
2459	מרכוס 18 , פתח תקווה	גבריאל בוארון מוסך רועי	03-9044471
2460	בן יהודה 2 , רמלה	מוסך דרור מערכות בע מ	050-5505328
2461	הירקון 22 , בני ברק	ציון אמיתי מוסך ציון	03-5782841
2462	ת.ד. 1331 , טירה	נאסר סאיד מוסך סאיד	050-7707409
2463	השיש 24 , נתניה	ניסים ראשים  ניר  בע מ	09-8619053
2464	המרכבה 5  נתניה , נתניה	פול גז שותפות	050-4932323
2465	המיסב 5איזור המלאכה , יבנה	שיטרית מכלוף - חשמל ומיזוג לרכב	08-9430282
2466	המחקר 34 א.ת. צפוני , לוד	סאקללה הני מוסך וליד ובניו	08-9220735
2467	גלוסקא 3, א.ת. , ראשון לציון	אזולאי את פיודורוב מסטר מלגזות	03-9512641
2468	השיזף 5, ת.ד. 2364 , רעננה	מרכז שירות עד רעננה  (1997) בע מ	09-7433992
2469	כיכר אחרונה מימין , קלנסווה	עבד אלקאדר עלי - מוסך עלי	050-5276456
2470	האצ ל 21 , רמלה	אלימלך את אלעד מוסך חן	08-9240788
2471	האופן 12 , חולון	חיים את סלאם  טופ מוטורס חולון	050-6919600
2472	שמוטקין 11, א.ת. ישן , ראשון לציון	בן חמו יוסי פרפקט אופנועים	03-9504098
2473	ת.ד. 7199 , תל אביב -יפו	מוסך המאה ואחד	08-9772300
2474	משה יתום 27 , רחובות	ברוך ובניו זגגות רכב בע מ	08-9364896
2475	י ח 5 דרך לוד , אור יהודה	ניסן את גמזו מוסך צמיגי יוסף	050-7399912
2476	ת.ד. 1289 טירה , טירה	נאסר נביל בלמי נביל	054-5857906
2477	ת.ד. 12346  גלגלי הפלדה 19 , הרצלייה	גנאל שמואל מוסך גנאל	09-9553403
2478	המלאכה 15, א.ת. צפוני , לוד	מוסך איריס פחחות וצבע(1999) בע מ	08-9246756
2479	רדק, ת.ד. 8439 , נתניה	אולניק חברה להובלה בע מ	076-8600728
2480	היתד 8 , תל אביב -יפו	11ירם יאיר מוסך הרלי בשטח	03-5180295
2481	ת.ד. 639 , הרצלייה	חזום תומר שרותי רכב	050-6701111
2482	רבינצקי 8, א.ת. סגולה , פתח תקווה	סדרה אריה - מוסך סגול	03-9347973
2483	העבודה 17 , ראש העין.	מהצרי משה מוסך גל-עד	03-9012555
2484	חומה ומגדל 22 , תל אביב -יפו	לוי את משרקי מוסך שאפט	03-5379999
2485	המפוח 24 רחובות , רחובות	הלוי נעים צמיגי אביב	08-9475500
2486	הסוללים 9 , בת ים	לב קסנוב את איציק הללה מוסך לב	03-5520466
2487	ת.ד 7556 , טייבה	גאבר מוחמד - מוסך כמאל	054-4210898
2488	סלמה 14 , תל אביב -יפו	מוסך מכל הלב	03-6814163
2489	משה שרת 8, א.ת. חדש , ראשון לציון	מוסך שמאי פחחות וצבע בע מ	03-9626459
2490	ת.ד. 8130 , טייבה	הייתם בלעום מוסכי עידן	053-6200013
2491	ת.ד. 13167 הרכב 4 , נתניה	מוסך טובול את גירש בע מ	09-8823455
2492	דרך בן צבי 37 , תל אביב -יפו	חבר את לוי מוסך הדקלים	03-6827369
2493	הירקון 21 , בני ברק	לושי חיים צמיגי לושי	03-6161425
2494	הפלד 17 , חולון	מוסך חדאד ב.מ.וו בע מ	03-5592352
2495	הפטיש 10 , הוד השרון	י.ט.ג. צמיגים בע מ	09-7484466
2496	וסרמן 7 , תל אביב -יפו	מוטי בן בסט תיקוני רנו	054-5962191
2497	נחשון 13, א.ת. סגולה , פתח תקווה	ש.י.ר. שלמה יבוא רכב בע מ	03-9114000
2498	פנקס 5 , נתניה	ג.ב.ר שרותי רכב בע מ	03-5611880
2499	ת.ד. 310 , קלנסווה	בחאש עלי  פחחות רכב	050-6597887
2500	משה בקר 32, א.ת. ישן , ראשון לציון	מוסך אשר אבשלום	03-9640240
2501	ז'בוטינסקי 65 , פתח תקווה	צמיגי מטלון 2007 בע מ	03-9222053
2502	ת.ד. 4573 , טייבה	גאבלי מוניר משפץ המשולש	09-7992010
2503	המוביל 9,ת.ד 2378 , כפר סבא	המוביל פוספלד בע מ	073-2636363
2504	ת.ד 257 , טייבה	עאהד יוסף זיאד נאשף ובניו בע מ	09-7990771
2505	ת.ד. 1072 , ג'לג'וליה	פארס כוכב השרון בע מ	03-9396517
2506	בר יוחאי 30 , תל אביב -יפו	גראן טוריסמו - דוד לוי אור חלפי	03-6967999
2507	המנופים 10 , כפר סבא	מוסך שלום ושאדי בע מ	09-7657020
2508	אורט ישראל 38 , בת ים	גדי את יניב מוסך גדי ודוד	03-5526262
2509	ת.ד.7116 המוביל 9 , כפר סבא	דנאל מוטורס בע מ	073-32535353
2510	העבודה 39 , בת ים	דהן שלום מוסך שלום	03-5535213
2511	ת.ד. 383 הרצל 3 , גדרה	מוסך חופני משרקי	08-8683434
2512	העבודה 38 , ראש העין.	רפי משולם מוסך עדן	03-9388000
2513	פארק תעשיות קיבוץ פלמחים , פלמחים	סולל בונה בע מ	052-5341325
2514	האיזמל 3 , נס ציונה	מאיר ביטון ד ר פרונט	08-9300831
2515	ת.ד. 428 , טירה	מוסך הזהב בע מ	050-4799766
2516	ת.ד. 2195 המנופים 10 , כפר סבא	עומר דודו מומנט מוטרס	09-7664415
2517	שפע טל 9 , תל אביב -יפו	סי.אם.איי כהן החזקות בע מ	03-5615414
2518	החשמונאים 5 , בני ברק	גנני יגאל מוסך גנני	03-6196643
2519	משה בקר 32, א.ת. ישן , ראשון לציון	אוחנה יעד מוסך עידן	03-9471010
2520	הפלד 6 , חולון	שרון את אלי מוסך שיא מוטורס	03-5589001
2521	רח' 1244 )דוד חכמי (21 , תל אביב -יפו	שגיא )ע.ב(בע מ	03-6872926
2522	משה יתום 11, א.ת. , רחובות	מאיה איה שרותי רכב בע מ	09-9472636
2523	אופנהיימר 10 , רחובות	דוד יניב צמיגי יניב 91	08-9407111
2524	האיזמל 9 , נס ציונה	ליבנסון יבגני מוסך טופ טסט	08-9300543
2525	היוזמים 2 , אור יהודה	קומפוטסט אור יהודה	03-6344366
2526	המלאכה )1פינת גירון אברהם( , יהוד	עזרא בלס צמיגי יהוד	03-5362213
2527	העצמאות 24 , יהוד	גנאח גילי שרותי רכב	03-5361398
2528	ת.ד. 8280 , טייבה	איהאב עבד אל קאדר - מוסך איהאב	054-2052051
2529	בן צבי 43 , ראשון לציון	ר.ג.א.)ישראל( 1987 בע מ	03-5506102
2530	שמוטקין 35, א.ת. ישן , ראשון לציון	המדייק ראשון לציון בע מ	03-9504098
2531	ילדי טהרן 5 , ראשון לציון	מולטי ריטייל גרופ בע מ	03-9629388
2532	ישראל מסלנט 52 , תל אביב -יפו	מרכז שרות השניים תל אביב בע מ	03-5373756
2533	התדהר 11 , רעננה	ניאו מוטורס בע מ	09-7478900
